invoice,DATE,#rooms,HOURS,SUBTOTAL,TOTAL,DISCOUNT,invoice_date,membership_level,discount_type,day_type,day_dur,rooms
2136,2014-10-22,  1.00,  5.00,1387.50,1387.50,  0.00,2014-09-12,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
2135,2014-11-05,  1.00,  7.00,1585.00,1585.00,  0.00,2014-09-11,FULL_TIME,NONE,WEEKDAY,FULL_DAY,B
2134,2014-11-05,  2.00,  8.00,1725.00,1725.00,  0.00,2014-09-10,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,"B,E"
2133,?,  1.00,  1.00, 50.00, 50.00,  0.00,2014-09-09,unknown,NONE,,PARTIAL_DAY,B
2132,?,  1.00,  1.00, 50.00, 50.00,  0.00,2014-09-09,unknown,NONE,,PARTIAL_DAY,B
2131,2014-09-24,  1.00,  2.50,300.00,300.00,  0.00,2014-09-08,NON_MEMBER,FOUNDER,WEEKDAY,PARTIAL_DAY,B
2130,2014-10-03,  1.00,  4.50,615.00,615.00,  0.00,2014-09-08,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,A
2129,2014-09-04,  1.00,  3.50,1040.00,300.00,  0.71,2014-09-04,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,B
2128,9/20/14-9/21/14,  1.00, 18.00,1400.00,1400.00,  0.00,2014-09-05,FULL_TIME,NONE,WEEKEND,FULL_DAY,M
2126,2014-09-20,  1.00,  6.00,150.00,150.00,  0.00,2014-09-03,FULL_TIME,NONE,WEEKEND,FULL_DAY,D
2125,2014-09-07,  1.00,  7.00,575.00,575.00,  0.00,2014-08-28,FULL_TIME,NONE,WEEKEND,FULL_DAY,D
2124,2014-11-01,  4.00,  7.00,3185.00,2976.50,  0.07,2014-08-28,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,"A,B,J,O"
2123,2014-10-11,  1.00,  4.00,970.00,970.00,  0.00,2014-08-26,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,B
2122,2014-12-03,  1.00,  5.00,1335.00,1335.00,  0.00,2014-08-26,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
2121,2014-09-16,  1.00,  7.00,1470.00,927.30,  0.37,2014-08-25,FULL_TIME,FOUNDER,WEEKDAY,FULL_DAY,B
2120,2015-01-22,  1.00,  5.50,1200.00,1200.00,  0.00,2014-08-22,FULL_TIME,FOUNDER,WEEKDAY,FULL_DAY,B
2119,2014-09-15,  1.00,  4.50,950.00,950.00,  0.00,2014-08-19,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2118,2014-09-23,  1.00,  6.00,1775.00,1125.00,  0.37,2014-09-23,unknown,NONE,WEEKDAY,FULL_DAY,B
2117,2014-11-18,  1.00,  5.50,1640.00,990.00,  0.40,2014-11-18,unknown,NONE,WEEKDAY,FULL_DAY,B
2116,2014-09-09,  1.00,  4.00,160.00,160.00,  0.00,2014-08-20,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,U
2115,2014-08-27,  1.00,  3.50,480.00,365.00,  0.24,2014-08-19,NON_MEMBER,unknown,WEEKDAY,PARTIAL_DAY,O
2114,2014-09-25,  1.00,  4.50,980.00,980.00,  0.00,2014-08-08,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2113,2014-09-18,  1.00,  5.00,870.00,870.00,  0.00,2014-08-08,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2112,2014-08-07,  1.00,  3.50,1040.00,300.00,  0.71,2014-08-08,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,B
2111,2014-08-14,  1.00,  4.00,810.00,601.20,  0.26,2014-08-06,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
2110,2014-11-21,  1.00,  5.00,1539.33,1317.75,  0.14,2014-08-06,PART_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
2109,2014-10-18,  1.00,  6.00,1060.00,1060.00,  0.00,2014-08-06,FULL_TIME,NONE,WEEKEND,FULL_DAY,A
2108,2014-08-13,  1.00,  3.50,320.00,320.00,  0.00,2014-08-05,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,O
2107,2014-10-11,  1.00,  8.00,1945.00,1378.00,  0.29,2014-08-05,NON_MEMBER,REOCURRING,WEEKEND,FULL_DAY,B
2106,2014-07-26,,,260.00,260.00,  0.00,,,,,PARTIAL_DAY,
2105,2014-09-19,  3.00,  6.50,2055.00,2055.00,  0.00,2014-07-31,PART_TIME,NONE,WEEKDAY,FULL_DAY,"A,B,O"
2104,2014-07-23,  1.00,  2.50,662.50,662.50,  0.00,2014-07-21,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2103,2014-08-04,  1.00,  5.00,1335.00,1335.00,  0.00,2014-07-15,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
2102,2014-09-05,  1.00,  5.00,1660.00,1660.00,  0.00,2014-07-10,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2101,2014-08-09,  4.00,  7.00,3625.00,3262.50,  0.10,2014-07-10,NON_MEMBER,unknown,WEEKEND,FULL_DAY,"A,B,M,O"
2100,2014-09-08,  2.00,  7.50,2350.00,2350.00,  0.00,2014-07-07,PART_TIME,NONE,WEEKDAY,FULL_DAY,"A,B"
2099,2014-10-02,  2.00,  9.00,2607.50,2168.75,  0.17,2014-06-27,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,"A,B"
2098,2014-07-29,  1.00,  4.50,950.00,950.00,  0.00,2014-06-27,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2097,2014-07-08,  1.00,  5.25,1532.50,1532.50,  0.00,2014-06-25,NON_MEMBER,FRIEND,WEEKDAY,PARTIAL_DAY,B
2096,2014-06-29,  1.00,  7.25,240.00,240.00,  0.00,2014-06-25,unknown,unknown,WEEKEND,FULL_DAY,B
2095,Every Tuesday,  1.00,  2.00, 80.00,560.00, -6.00,2014-06-25,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,U
2094,2014-07-10,  1.00,  5.00,820.00,820.00,  0.00,2014-06-25,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2093,?,  1.00,  1.00,210.00,210.00,  0.00,2014-06-23,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,B
2092,?,  1.00,  1.00, 50.00, 50.00,  0.00,2014-06-16,unknown,NONE,,PARTIAL_DAY,B
2091,2014-09-12,  2.00,  8.00,2070.00,2070.00,  0.00,2014-06-23,PART_TIME,NONE,WEEKDAY,FULL_DAY,"A,B"
2090,2014-11-06,  4.00,  8.00,3060.00,3060.00,  0.00,2014-06-23,PART_TIME,NONE,WEEKDAY,FULL_DAY,"A,B,O,U"
2089,2014-07-20,  3.00,  4.00,1280.00,1280.00,  0.00,2014-06-19,unknown,FRIEND,WEEKEND,PARTIAL_DAY,"A,B,O"
2088,2014-07-19,  1.00,  7.00,745.00,745.00,  0.00,2014-06-19,NON_MEMBER,NONE,WEEKEND,FULL_DAY,M
2087,2014-07-16,  4.00,  7.50,1850.00,1850.00,  0.00,2014-06-18,unknown,NONE,WEEKDAY,FULL_DAY,"A,B,J,O"
2086,2014-07-15,  1.00,  4.00, 60.00, 60.00,  0.00,2014-06-16,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,M
2085,2014-06-21,  1.00,  5.50,875.00,875.00,  0.00,2014-06-17,FULL_TIME,NONE,WEEKEND,FULL_DAY,B
2084,2014-06-24,  1.00,  4.50,1130.00,1130.00,  0.00,2014-06-16,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
2083,2014-08-08,,  2.50,160.00,160.00,  0.00,,,,,PARTIAL_DAY,
2082,2014-06-22,  1.00,  5.50,1270.00,1270.00,  0.00,2014-06-09,NON_MEMBER,NONE,WEEKEND,FULL_DAY,B
2081,2014-07-19,  1.00,  6.00,1090.00,1090.00,  0.00,2014-06-06,FULL_TIME,NONE,WEEKEND,FULL_DAY,A
2080,2014-06-08,,,1090.00,1090.00,  0.00,,,,,PARTIAL_DAY,
2079,2014-07-16,  1.00,  5.00,950.00,950.00,  0.00,2014-06-03,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2078,2014-06-19,  1.00,  5.00,870.00,870.00,  0.00,2014-06-03,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2077,2014-05-17,,  2.00,750.00,750.00,  0.00,,,,,PARTIAL_DAY,
2076,2014-05-17,  1.00,  6.00,250.00,250.00,  0.00,2014-05-30,unknown,NONE,WEEKEND,FULL_DAY,B
2071,2014-06-25,  1.00,  4.00,600.00,600.00,  0.00,2014-05-27,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2070,2014-05-29,  1.00,  4.00,600.00,600.00,  0.00,2014-05-27,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2069,2014-04-29,  1.00,  4.00,600.00,600.00,  0.00,2014-05-27,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2068,2014-05-31,  1.00,  7.00,1802.50,1802.50,  0.00,2014-05-27,PART_TIME,NONE,WEEKDAY,FULL_DAY,B
2067,2014-06-27,  1.00,  4.00,1040.00,1040.00,  0.00,2014-05-21,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
2066,6/7/14-6/8/14,,  7.00,1630.00,1630.00,  0.00,,,,,FULL_DAY,
2065,2014-05-28,  1.00,  3.50,195.00,195.00,  0.00,2014-05-14,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,O
2064,2014-05-28,  1.00,  4.00,370.00,370.00,  0.00,2014-05-16,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,A
2063,2014-05-28,  1.00,  3.50,195.00,195.00,  0.00,2014-05-14,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,O
2062,2014-05-28,  1.00,  3.50,195.00,195.00,  0.00,2014-05-14,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,O
2061,2014-09-12,  1.00,  2.75,535.00,535.00,  0.00,2014-05-14,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,A
2060,2014-06-26,  1.00,  4.50,1012.50,1012.50,  0.00,2014-05-13,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
2059,2014-09-17,  2.00,  6.00,2525.00,2525.00,  0.00,2014-05-13,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,"A,B"
2058,2014-06-05,  1.00,  5.00,600.00,567.00,  0.06,2014-06-05,unknown,NONE,WEEKDAY,PARTIAL_DAY,A
2057,2014-05-31,  2.00,  7.50,2677.50,2677.50,  0.00,2014-05-09,PART_TIME,NONE,WEEKEND,FULL_DAY,"A,B"
2056,2014-05-10,  4.00,  5.50,1840.00,1840.00,  0.00,2014-05-08,unknown,NONE,WEEKEND,FULL_DAY,"A,B,J,O"
2055,2014-05-24,  5.00, 10.50,2120.00,2120.00,  0.00,2014-05-24,unknown,NONE,WEEKEND,FULL_DAY,"A,B,D,M,O"
2054,2014-05-06,  1.00,  6.00,480.00,480.00,  0.00,2014-05-06,unknown,NONE,WEEKDAY,FULL_DAY,O
2053,2014-05-01,,,105.00,105.00,  0.00,,,,,PARTIAL_DAY,
2052,2014-05-03,  1.00,  4.50,707.50,663.75,  0.06,2014-05-03,unknown,NONE,WEEKEND,PARTIAL_DAY,A
2051,2014-06-05,  1.00,  4.50,545.00,517.50,  0.05,2014-06-05,unknown,NONE,WEEKDAY,PARTIAL_DAY,A
2050,2014-05-28,  1.00,  4.50,490.00,490.00,  0.00,2014-05-01,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2049,2014-06-18,  1.00,  4.00,380.00,380.00,  0.00,2014-05-01,unknown,NONE,WEEKDAY,PARTIAL_DAY,A
2048,2014-04-30,  1.00,  4.00,380.00,380.00,  0.00,2014-05-01,unknown,NONE,WEEKDAY,PARTIAL_DAY,A
2047,2014-03-26,  1.00,  4.50,490.00,490.00,  0.00,2014-05-01,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2046,2014-05-08,  1.00,  5.00,710.00,710.00,  0.00,2014-05-01,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2045,2014-06-14,  1.00,  7.00,1690.00,1690.00,  0.00,2014-04-27,unknown,NONE,WEEKEND,FULL_DAY,B
2044,2014-05-10,  1.00,  5.00,1050.00,1050.00,  0.00,2014-04-27,unknown,NONE,WEEKEND,PARTIAL_DAY,B
2043,2014-07-12,  2.00, 18.00,4212.50,3841.25,  0.09,2014-07-12,unknown,unknown,WEEKEND,FULL_DAY,"B,O"
2042,2014-04-22,  1.00,  4.50,325.00,325.00,  0.00,2014-04-22,unknown,NONE,WEEKDAY,PARTIAL_DAY,A
2041,2014-04-09,  1.00,,250.00,250.00,  0.00,2014-04-04,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2040,2014-04-07,,,180.00,180.00,  0.00,,,,,PARTIAL_DAY,
2039,2014-05-24,  4.00, 10.00,1980.00,1980.00,  0.00,2014-05-24,unknown,NONE,WEEKEND,FULL_DAY,"A,B,D,O"
2038,2014-06-21,  4.00, 10.00,4050.00,4050.00,  0.00,2014-06-21,unknown,NONE,WEEKEND,FULL_DAY,"A,B,J,O"
2037,5/17 & 5/18,  1.00, 20.00,3540.00,3212.00,  0.09,,unknown,unknown,,FULL_DAY,B
2036,2014-04-07,  1.00,  4.00,1100.00,1100.00,  0.00,2014-04-07,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
2035,2014-04-25,  4.00, 10.00,4265.00,4265.00,  0.00,2014-04-25,unknown,NONE,WEEKDAY,FULL_DAY,"A,B,J,O"
1215008,2016-01-24,  1.00,  4.00,1217.00,1217.00,  0.00,2015-12-11,NON_MEMBER,NONE,WEEKEND,PARTIAL_DAY,A
1215007,2015-12-21,  1.00,  5.50,1105.00,1105.00,  0.00,2015-12-11,FULL_TIME,NONE,WEEKDAY,FULL_DAY,A
1215005,2015-12-14,  1.00,  5.50,1600.00,970.00,  0.39,2015-12-11,FULL_TIME,NONE,WEEKDAY,FULL_DAY,B
1215004,2016-01-10,  1.00, 11.00,3180.00,2262.00,  0.29,2015-12-10,PART_TIME,unknown,WEEKEND,FULL_DAY,B
1215003,2016-01-20,  1.00,  5.00,1325.00,515.00,  0.61,2015-12-02,FULL_TIME,FOUNDER,WEEKDAY,PARTIAL_DAY,B
1215002,2015-12-15,  1.00,  5.00,1835.00,1835.00,  0.00,2015-12-02,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
1215001,2016-02-04,  1.00,  4.75,1373.75,1092.50,  0.20,2015-12-08,PART_TIME,FOUNDER,WEEKDAY,PARTIAL_DAY,B
115016,2015-02-15,  1.00,  8.00,2842.50,900.00,  0.68,2015-01-30,NON_MEMBER,FRIEND,WEEKEND,FULL_DAY,B
115015,2014-02-12,  1.00,  4.00,340.00,340.00,  0.00,2015-01-28,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,O
115014,2015-02-12,  1.00,  4.00,680.00,680.00,  0.00,2015-01-28,FULL_TIME,FRIEND,WEEKDAY,PARTIAL_DAY,B
115013,2015-05-30,  1.00,  5.00,1162.50,990.00,  0.15,2015-05-21,PART_TIME,NONE,WEEKEND,PARTIAL_DAY,O
115012,2015-06-27,  1.00,  9.00,2548.00,2038.00,  0.20,2015-06-22,PART_TIME,MULTI_DAY,WEEKEND,FULL_DAY,B
115011,2015-01-27,  1.00,  4.50,1057.50,1057.50,  0.00,2015-01-26,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,J
115010,2015-05-11,  1.00,  6.50,440.00,440.00,  0.00,2015-01-26,FULL_TIME,NONE,WEEKDAY,FULL_DAY,O
115009,2015-03-14,  3.00, 11.50,3777.50,3562.50,  0.06,2015-03-05,PART_TIME,NONE,WEEKEND,FULL_DAY,"A,B,E"
115008,2015-01-27,  1.00,  3.00,180.00,180.00,  0.00,2015-01-20,FULL_TIME,FRIEND,WEEKDAY,PARTIAL_DAY,O
115005,2015-05-07,  5.00, 11.00,3432.50,3250.00,  0.05,2015-04-27,PART_TIME,MULTI_ROOM,WEEKDAY,FULL_DAY,"A,B,E,J,O"
115004,2014-02-13,  1.00,  6.50,2395.00,1765.00,  0.26,2015-01-09,NON_MEMBER,FRIEND,WEEKEND,FULL_DAY,B
115003,2014-12-17,  1.00,  3.40,1855.13,838.57,  0.55,2015-01-08,FULL_TIME,FRIEND,WEEKDAY,PARTIAL_DAY,B
115002,2015-01-16,  1.00,  6.50,1715.00,301.45,  0.82,2014-11-19,FULL_TIME,FRIEND,WEEKEND,FULL_DAY,B
115001,2015-03-21,  1.00,  4.50,1299.32,1299.32,  0.00,2015-03-18,FULL_TIME,NONE,WEEKEND,PARTIAL_DAY,B
1115019,2016-02-28,  1.00,  5.00,1515.00,1515.00,  0.00,2015-11-25,PART_TIME,NONE,WEEKEND,PARTIAL_DAY,B
1115018,2016-06-09,  1.00,  5.00,1600.00,1600.00,  0.00,2015-11-25,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
1115017,2016-03-24,  1.00,  4.50,1030.00,985.00,  0.04,2015-11-25,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
1115016,2016-02-25,  1.00,  4.50,1030.00,985.00,  0.04,2015-11-25,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
1115015,2016-01-28,  1.00,  4.50,1030.00,985.00,  0.04,2015-11-25,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
1115014,2016-03-05,  1.00,  5.00,1462.50,1462.50,  0.00,2015-11-23,PART_TIME,NONE,WEEKEND,PARTIAL_DAY,B
1115013,2015-12-12,  2.00,  8.50,4305.00,3667.50,  0.15,2015-12-02,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,"A,B"
1115012,2016-11-17,  1.00,  4.50,1372.50,1072.50,  0.22,2015-12-08,unknown,NONE,WEEKDAY,PARTIAL_DAY,B
1115011,2016-01-02,  1.00,  5.00,1240.00,1240.00,  0.00,2015-11-18,PART_TIME,FRIEND,WEEKEND,PARTIAL_DAY,A
1115010,2016-07-22,  1.00,  7.50,1670.00,1092.50,  0.35,2015-11-18,FULL_TIME,MULTI_DAY,WEEKEND,FULL_DAY,B
1115009,2016-03-19,  6.00, 11.50,7475.00,5375.00,  0.28,2015-11-13,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,"A,B,D,J,M,O"
1115008,2017-04-29,  3.00,  8.00,4347.50,3515.00,  0.19,2015-11-13,NON_MEMBER,MULTI_ROOM,WEEKEND,FULL_DAY,"A,B,O"
1115007,2015-12-02,  1.00,  5.00,1432.53,1432.53,  0.00,2015-12-02,PART_TIME,NONE,WEEKDAY,PARTIAL_DAY,B
1115006,2015-12-17,  5.00,  6.50,3425.00,2102.50,  0.39,2015-12-11,PART_TIME,unknown,WEEKDAY,FULL_DAY,"A,B,J,O,U"
1115005,2015-11-20,  1.00,  4.50,1595.00,815.00,  0.49,2015-11-10,NON_MEMBER,FOUNDER,WEEKEND,PARTIAL_DAY,B
1115004,2011-12-07,  2.00,  4.50,665.00,642.50,  0.03,2015-11-10,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,"J,M"
1115003,2015-11-08,  1.00, 10.50,2510.05,1209.10,  0.52,2015-11-11,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY,B
1115002,2015-11-21,  1.00,  5.50,1300.00,1300.00,  0.00,2015-11-18,FULL_TIME,NONE,WEEKEND,FULL_DAY,B
1115001,2015-12-13,  2.00,  7.00,2820.00,2307.00,  0.18,2015-10-29,PART_TIME,unknown,WEEKEND,FULL_DAY,"A,B"
1015014,2015-11-04,,,220.00,220.00,  0.00,,,,,PARTIAL_DAY,
1015013,2015-12-03,  2.00,  4.00,1470.00,1323.75,  0.10,2015-10-27,NON_MEMBER,MULTI_ROOM,WEEKDAY,PARTIAL_DAY,"A,B"
1015012,2016-05-14,  4.00,  8.00,4095.80,1850.00,  0.55,2015-10-27,FULL_TIME,FOUNDER,WEEKEND,FULL_DAY,"A,B,J,O"
1015011,2015-12-10,  1.00,  7.00,2367.50,2168.38,  0.08,2015-10-27,NON_MEMBER,unknown,WEEKDAY,FULL_DAY,B
1015010,11/4-11/6/15,  1.00, 16.50,3780.00,2889.00,  0.24,2015-10-23,FULL_TIME,FRIEND,WEEKDAY,FULL_DAY,B
1015009,2015-12-08,  1.00,  4.00,890.00,890.00,  0.00,2015-10-15,FULL_TIME,NONE,WEEKDAY,PARTIAL_DAY,A
1015008,2015-11-16,  1.00,  4.00,1020.00,966.00,  0.05,2015-10-15,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
1015007,2015-02-25,  1.00,  7.00,2365.00,2365.00,  0.00,2015-10-28,NON_MEMBER,NONE,WEEKDAY,FULL_DAY,B
1015006,2015-02-25,  1.00,  5.50,1860.00,904.45,  0.51,2015-10-19,NON_MEMBER,FOUNDER,WEEKDAY,FULL_DAY,B
1015005,2015-12-09,  1.00,  4.50,1110.00,1065.00,  0.04,2015-10-15,FULL_TIME,unknown,WEEKDAY,PARTIAL_DAY,B
1015004,2016-02-20,  2.00,  6.50,2675.00,2385.00,  0.11,2015-10-26,PART_TIME,MULTI_ROOM,WEEKEND,FULL_DAY,"B,J"
1015003,2015-10-17,  1.00,  3.50,472.50,472.50,  0.00,2015-10-12,unknown,NONE,WEEKEND,PARTIAL_DAY,O
1015002,2015-12-06,  3.00,  8.00,2632.46,1132.46,  0.57,2015-12-02,FULL_TIME,NONE,WEEKEND,FULL_DAY,"B,E,J"
1015001,2015-10-26,  1.00,  4.00,1322.68,1322.68,  0.00,2015-10-19,NON_MEMBER,NONE,WEEKDAY,PARTIAL_DAY,B
