invoice#,title,rate,date,description,hours,discount,subtotal,rate_wn,rate_ptm,rate_wd,rate_ftm,rate_nm,down,jingletown,up,atrium,broadway,omi,east_oak,west_oak,fdd,rcd,hdd,fd,pd,mrd
2163,Kaiser Eastbay Holiday Party,Part Time Member Weekend Rate,2014-12-06,Set Up & Break Down,2.5,,187.5,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2163,Kaiser Eastbay Holiday Party,Part Time Member Weekend Rate,2014-12-06,Large Party Janitorial Fee,Flat Fee,,350,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2123,New Urban Eating Cookbook Launch Party,Full Time Member Weekend Rate,2014-10-11,Standard Janitorial Fee,Flat Fee,,250,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2123,New Urban Eating Cookbook Launch Party,Full Time Member Weekend Rate,2014-10-11,On Broadway,2,,420,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2123,New Urban Eating Cookbook Launch Party,Full Time Member Weekend Rate,2014-10-11,Set Up & Break Down,2,,150,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-29,IHO Staffing,4.5,,135,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-29,Janitorial/Waste Removal Fee ,Flat Fee,,300,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-29,On Broadway,2.5,0.1,637.5,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-29,Set Up & Reset ,2,,150,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-30,IHO Staffing,10,,300,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-30,Janitorial/Waste Removal Fee ,Flat Fee,,300,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-30,On Broadway,8,0.25,2040,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-30,Set Up & Reset ,2,,150,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-31,IHO Staffing,7,,210,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-31,Janitorial/Waste Removal Fee ,Flat Fee,,300,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-31,On Broadway,5,0.2,1275,True,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True
515006,CODE2040 TAP Retreat,Part Time Member Weekend Rate - Full day & Multi room discount,2015-05-31,Set Up & Reset ,2,,150,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,Standard Janitorial Fee,Flat Fee,,300,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,On Broadway,3,0.2,540,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,IHO Staffing,5,,200,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,Set Up & Break Down,2,,150,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,A/V Technician,5,,200,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215002-2,Oil & Water: Film Screening and Panel Discussion,Non Member Weekday Rate - Founders Discount,2015-02-26,Waste Removal Fee ,Flat Fee,1,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
415014-3,It's Time Oakland Connect,Part Time Member Weekday Rate,2015-04-15,OMI Gallery,2.5,,212.5,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
415014-3,It's Time Oakland Connect,Part Time Member Weekday Rate,2015-04-15,Downtown,4,,180,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
415014-3,It's Time Oakland Connect,Part Time Member Weekday Rate,2015-04-15,IHO Staffing,2,,60,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
715005,Launch Party Paycation Travel,Full Time Member Weekend Rate  - Founder Discount,2011-07-18,Set Up & Reset,4,1,100,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
715005,Launch Party Paycation Travel,Full Time Member Weekend Rate  - Founder Discount,2011-07-18,On Broadway,3,0.67,630,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
715005,Launch Party Paycation Travel,Full Time Member Weekend Rate  - Founder Discount,2011-07-18,Standard Janitorial/Waste Removal Fee,Flat Fee,1,250,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
715005,Launch Party Paycation Travel,Full Time Member Weekend Rate  - Founder Discount,2011-07-18,Speciality A/V Sound Technician,5,,200,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2108,The SexyHuman Workshop,Part Time Member Weekday Evening Rate,2014-08-13,OMI Gallery,2,,170,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2108,The SexyHuman Workshop,Part Time Member Weekday Evening Rate,2014-08-13,Set Up & Break Down,1.5,,75,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215013,Girls Media Summit,Full Time Member Weekend Rate - Founder Discount,2015-03-21,IHO Staffing,6,,210,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215013,Girls Media Summit,Full Time Member Weekend Rate - Founder Discount,2015-03-21,Set Up & Reset,3,,225,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215013,Girls Media Summit,Full Time Member Weekend Rate - Founder Discount,2015-03-21,On Broadway,3,0.25,630,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
215013,Girls Media Summit,Full Time Member Weekend Rate - Founder Discount,2015-03-21,Standard Janitorial Fee/Waste Removal,Flat Fee,,300,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
215013,Girls Media Summit,Full Time Member Weekend Rate - Founder Discount,2015-03-21,A/V Technician,2,,80,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
315012,All Things Black & Beautiful,Part Time Member Weekend Rate,2015-05-16,IHO Staffing,6.5,,260,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315012,All Things Black & Beautiful,Part Time Member Weekend Rate,2015-05-16,Janitorial/Waste Removal Fee,Flat Fee,,250,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315012,All Things Black & Beautiful,Part Time Member Weekend Rate,2015-05-16,Set Up & Reset,2.5,,125,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315012,All Things Black & Beautiful,Part Time Member Weekend Rate,2015-05-16,On Broadway,4,,1020,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
315012,All Things Black & Beautiful,Part Time Member Weekend Rate,2015-05-16,A/V Sound Technician (Set up Only),2,,80,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415001,Agents of Change,Full Time Member Weekday Rate - Partner Discount,2015-04-08,IHO Staffing,4,,160,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415001,Agents of Change,Full Time Member Weekday Rate - Partner Discount,2015-04-08,Standard Janitorial Fee,Flat Fee,,300,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415001,Agents of Change,Full Time Member Weekday Rate - Partner Discount,2015-04-08,On Broadway,2,,360,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
415001,Agents of Change,Full Time Member Weekday Rate - Partner Discount,2015-04-08,Set Up & Break Down,2,,150,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415001,Agents of Change,Full Time Member Weekday Rate - Partner Discount,2015-04-08,Waste Removal Fee ,Flat Fee,,100,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,Sangha in the Cities with Thomas Hubl (G),,2014-06-29,Standard Cleaning Fee,Flat Fee,,Waved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,Sangha in the Cities with Thomas Hubl (G),,2014-06-29,On Broadway,4,,Waved,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2096,Sangha in the Cities with Thomas Hubl (G),,2014-06-29,Set Up & Break Down,3.25,,Waved,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2096,Sangha in the Cities with Thomas Hubl (G),,2014-06-29,A/V Technician,6,,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415013-2,Oakland Indie Awards Judging,Part Time Member Weekday Rate - New Member Discount,2015-04-15,Downtown,4,1,180,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,On Broadway,5,,1025,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,Entire Mezzanine,5,,925,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,A/V Technician,6,,240,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,Set-up/Break-down ,5,,250,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,Atrium,5,,650,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2035,Sungevity 7th Anniversary Party 4/25,Org Connect Member rate,2014-04-25,Gallery,5,,425,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
615006,The Narrative Project,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental,2015-07-10,Lucky Goldfish,10,0.3,1800,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
615006,The Narrative Project,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental,2015-07-10,Set Up & Reset ,3,,150,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
615006,The Narrative Project,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental,2015-07-10,IHO Staffing ,3,,105,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
615006,The Narrative Project,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental,2015-07-10,Standard Janitorial/Waste Removal Fee ,Flat Fee,,135,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
615006,The Narrative Project,RATE: Full Time Member Weekday Rate -­‐ Full Day Rental,2015-07-10,Speciality A/V Sound Technician ,3,,120,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
415006-3,Flock Together,Part Time Member Weekday Rate,2015-06-04,Compostables (100 cups and 100 plates),Flat Fee,,35.36,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,SF Jazz & OPC Info Session,Full Time Member Weekday Rate,2015-01-27,OMI Gallery,1.5,,90,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2191,SF Jazz & OPC Info Session,Full Time Member Weekday Rate,2015-01-27,Set Up & Break Down,1,,30,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2191,SF Jazz & OPC Info Session,Full Time Member Weekday Rate,2015-01-27,Sm. Party Waste Removal,Flat Fee,,30,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2113,Un/work Mixer (Third Thursday),Full Time Member Weekday Rate,2014-09-18,Standard Cleaning Fee,Flat Fee,,250,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2113,Un/work Mixer (Third Thursday),Full Time Member Weekday Rate,2014-09-18,On Broadway,3,,420,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2113,Un/work Mixer (Third Thursday),Full Time Member Weekday Rate,2014-09-18,Set Up & Break Down,2,,100,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,All Aboard Oakland: Laying the Tracks to College,Non-Member Weekend Rate,2014-08-09,Large Party Cleaning Fee,Flat Fee,,250,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,All Aboard Oakland: Laying the Tracks to College,Non-Member Weekend Rate,2014-08-09,On Broadway,4,0.45,1260,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2101,All Aboard Oakland: Laying the Tracks to College,Non-Member Weekend Rate,2014-08-09,Set Up & Break Down,2.5,,125,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2101,All Aboard Oakland: Laying the Tracks to College,Non-Member Weekend Rate,2014-08-09,A/V Technician,2,,80,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2161,AMIGOS Host Family Training,Full Time Member Weekday Rate,2014-11-19,Atrium,2,,220,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2161,AMIGOS Host Family Training,Full Time Member Weekday Rate,2014-11-19,Standard Janitorial Fee,Flat Fee,,250,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2161,AMIGOS Host Family Training,Full Time Member Weekday Rate,2014-11-19,Set Up & Break Down,2,,100,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2161,AMIGOS Host Family Training,Full Time Member Weekday Rate,2014-11-19,Sound Tech - a/v equipment set up,2,,80,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,Set Up & Reset,3,,225,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,On Broadway,7,,1470,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,Large Party Janitorial Fee,Flat Fee,,500,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,Jingletown Lounge,3,,315,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,IHO Staffing,10,,400,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
315008-2,Kapor Center,Full Time Member Weekend Rate -- Full day discount,2015-05-02,Uptown,3,,180,True,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
215009,Peace and Mindfulness in Schools,,2015-02-22,50% Deposit,1,,938.75,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215009,Peace and Mindfulness in Schools,,2015-02-22,Credit,1,,-450,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,Rinabeth & Marie Wedding,Non Member Weekend Rate,2014-12-13,Weekend Staffing ,5,,150,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,Rinabeth & Marie Wedding,Non Member Weekend Rate,2014-12-13,On Broadway,5,,1575,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2165,Rinabeth & Marie Wedding,Non Member Weekend Rate,2014-12-13,Set Up & Break Down,4,,300,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2165,Rinabeth & Marie Wedding,Non Member Weekend Rate,2014-12-13,Large Party Janitorial Fee,Flat Fee,,500,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2049,"Bay Area Capital Connections (BACC) Forum III: Pitching a Company, Not a Product",,2014-06-18,Atrium,2.5,,275,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2049,"Bay Area Capital Connections (BACC) Forum III: Pitching a Company, Not a Product",,2014-06-18,Set up / Break Down,1.5,,52.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2120,10th Anniversary Celebration,Full Time Member Weekday Rate - Founder Discount,2015-01-22,Standard Janitorial Fee,Flat Fee,,250,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2120,10th Anniversary Celebration,Full Time Member Weekday Rate - Founder Discount,2015-01-22,On Broadway,3,,540,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2120,10th Anniversary Celebration,Full Time Member Weekday Rate - Founder Discount,2015-01-22,Set Up & Break Down,2.5,,125,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2120,10th Anniversary Celebration,Full Time Member Weekday Rate - Founder Discount,2015-01-22,A/V sound Technician,4,,160,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2150,Opening Doors of Opportunity in the Clean Energy Revolution,None Member Weekday Rate,2014-10-09,Standard Cleaning Fee,Flat Fee,,250,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2150,Opening Doors of Opportunity in the Clean Energy Revolution,None Member Weekday Rate,2014-10-09,On Broadway,1.5,,442.5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2150,Opening Doors of Opportunity in the Clean Energy Revolution,None Member Weekday Rate,2014-10-09,Set Up & Break Down,2,,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
115004,"Film Screening of ""Through a Lens Darkly""",Non Member Weekend Rate -- Partnership Discount,2014-02-13,IHO Staffing,5.5,,220,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115004,"Film Screening of ""Through a Lens Darkly""",Non Member Weekend Rate -- Partnership Discount,2014-02-13,Standard Janitorial Fee,Flat Fee,,300,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115004,"Film Screening of ""Through a Lens Darkly""",Non Member Weekend Rate -- Partnership Discount,2014-02-13,On Broadway,4,0.5,1260,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
115004,"Film Screening of ""Through a Lens Darkly""",Non Member Weekend Rate -- Partnership Discount,2014-02-13,Set Up & Break Down,2.5,,187.5,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
115004,"Film Screening of ""Through a Lens Darkly""",Non Member Weekend Rate -- Partnership Discount,2014-02-13,A/V Technician,6,,240,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2151,Meant to B: An Evening with Rising Appalachia,Non-member weekday; Discount Rate for IHO WITH event,2014-10-03,On Broadway,2,0.32,590,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2151,Meant to B: An Evening with Rising Appalachia,Non-member weekday; Discount Rate for IHO WITH event,2014-10-03,Set Up & Break Down,2,,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2151,Meant to B: An Evening with Rising Appalachia,Non-member weekday; Discount Rate for IHO WITH event,2014-10-03,A/V Technician,2,,80,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2140,Golden Gate Feng Shui School,Full Time Member Weekday Rate -- Multi-Day Discount,0001-255-255,Meridian Room,14,0.2,630,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415010,Late Nite Art: Private Event for Old Navy,None Member Weekday Rate,2015-02-24,IHO Staffing,5,,200,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415010,Late Nite Art: Private Event for Old Navy,None Member Weekday Rate,2015-02-24,On Broadway,2,,590,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
415010,Late Nite Art: Private Event for Old Navy,None Member Weekday Rate,2015-02-24,Standard Janitorial/Waste Removal Fee,Flat Fee,,350,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415010,Late Nite Art: Private Event for Old Navy,None Member Weekday Rate,2015-02-24,Set Up & Break Down,3,,225,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,On Broadway,3,1,885,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,Standard Janitorial Fee/Waste Removal,Flat Fee,,300,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,OMI Gallery,3.5,0.5,420,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,Set Up & Break Down,2.5,1,187.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,A/V Technician,4.5,,180,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215005,Be Present: Tapping into the Gifts of Community,Non Member Weekday Rate - Partnership Discount,2015-05-14,IHO Staffing,1,,20,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
215001,CPD Gala,Part Time Member Weekday Rate,2015-02-05,IHO Staffing,4,,160,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215001,CPD Gala,Part Time Member Weekday Rate,2015-02-05,Standard Janitorial Fee,Flat Fee,,250,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
215001,CPD Gala,Part Time Member Weekday Rate,2015-02-05,On Broadway,2,,450,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
215001,CPD Gala,Part Time Member Weekday Rate,2015-02-05,Set Up & Break Down,2,,100,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2197,"Pathways to Justice Present: Beyond the Culture of , Separation Series II",Full Time Member Weekday Rate,2015-04-08,Meridian Room,3,,135,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2197,"Pathways to Justice Present: Beyond the Culture of , Separation Series II",Full Time Member Weekday Rate,2015-04-01,Meridian Room,3,,135,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2197,"Pathways to Justice Present: Beyond the Culture of , Separation Series II",Full Time Member Weekday Rate,2015-04-15,OMI Gallery,3,,135,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2197,"Pathways to Justice Present: Beyond the Culture of , Separation Series II",Full Time Member Weekday Rate,2015-04-22,Meridian Room,3,,135,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315011-2,Cleantech Open Business Briefing,Non Member Weekday Rate - Sponsorhsip,2015-04-21,IHO Staffing,5,,200,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315011-2,Cleantech Open Business Briefing,Non Member Weekday Rate - Sponsorhsip,2015-04-21,Coffee Service ,2,,24,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315011-2,Cleantech Open Business Briefing,Non Member Weekday Rate - Sponsorhsip,2015-04-21,Set Up & Reset,2,,150,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
315011-2,Cleantech Open Business Briefing,Non Member Weekday Rate - Sponsorhsip,2015-04-21,On Broadway,3,0.8,885,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
415016,Be Brave Speak Up 2015,Part time Member Weekend Rate,2015-09-18,IHO Staffing,7,,280,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415016,Be Brave Speak Up 2015,Part time Member Weekend Rate,2015-09-18,Standard Janitorial Fee,Flat Fee,,300,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415016,Be Brave Speak Up 2015,Part time Member Weekend Rate,2015-09-18,Set Up & Reset,3,,150,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
415016,Be Brave Speak Up 2015,Part time Member Weekend Rate,2015-09-18,On Broadway,4,,1020,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2149,Biketopia,Non-Member Weekday Rate,2014-11-13,Atrium,3.5,0.3,682.5,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
2149,Biketopia,Non-Member Weekday Rate,2014-11-13,Large Party Cleaning Fee,Flat Fee,,400,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2149,Biketopia,Non-Member Weekday Rate,2014-11-13,On Broadway,3.5,0.3,1032.5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2149,Biketopia,Non-Member Weekday Rate,2014-11-13,Set Up & Break Down,2,,100,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2195,Giving the Gift of Wealth: Legacy vs. The Material,Non Member Weekday Rate,2014-12-18,Meridian Room,1.5,,142.5,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2195,Giving the Gift of Wealth: Legacy vs. The Material,Non Member Weekday Rate,2014-12-18,Set Up & Break Down,1,,30,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2043,Queer Yoga Gathering 2014 7/12/14,,2014-07-12,On Broadway,15,,0.1,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2043,Queer Yoga Gathering 2014 7/12/14,,2014-07-12,Gallery,7.5,,0.1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
315007,Sacred vs. Synthetic: Competing Visions for Life on Earth,Part Time Member Weekday Rate,2015-04-14,IHO Staffing,3.5,,140,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
