invoice,invoice_date,DATE,item_type,item,AMOUNT,HOURS_UNITS,SUBTOTAL,DISCOUNT,TOTAL,membership,discount_type,day_type,day_type2,day_dur
2183 LNA_Fertile,2014-11-19,2014-11-15,ROOM,BROADWAY,210.0,3.5,735.0,0.93,51.44999999999997,FULL-TIME,PARTNER,WEEKEND,weekend,
2183 LNA_Fertile,2014-11-19,2014-11-15,SERVICE,SETUP_RESET,75.0,3.0,225.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekend,
2183 LNA_Fertile,2014-11-19,2014-11-15,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,PARTNER,WEEKEND,weekend,
2183 LNA_Fertile,2014-11-19,2014-11-15,SERVICE,STAFFING,30.0,6.5,195.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekend,
2183 LNA_Fertile,2014-11-19,2014-11-15,SERVICE,JANITORIAL,85.0,1.0,85.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekend,
2183 LNA_Fertile,2014-11-19,2014-11-15,ITEM_TOT,,,,1490.0,0.7976845637583893,301.45,FULL-TIME,PARTNER,WEEKEND,weekend,
115002 LNA_Storytelling,2014-11-19,2015-01-16,ROOM,BROADWAY,210.0,3.5,735.0,0.93,51.44999999999997,FULL-TIME,PARTNER,WEEKEND,weekday,
115002 LNA_Storytelling,2014-11-19,2015-01-16,SERVICE,SETUP_RESET,75.0,3.0,225.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekday,
115002 LNA_Storytelling,2014-11-19,2015-01-16,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,PARTNER,WEEKEND,weekday,
115002 LNA_Storytelling,2014-11-19,2015-01-16,SERVICE,STAFFING,30.0,6.5,195.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekday,
115002 LNA_Storytelling,2014-11-19,2015-01-16,SERVICE,JANITORIAL,85.0,1.0,85.0,1.0,0.0,FULL-TIME,PARTNER,WEEKEND,weekday,
115002 LNA_Storytelling,2014-11-19,2015-01-16,ITEM_TOT,,,,1490.0,0.7976845637583893,301.45,FULL-TIME,PARTNER,WEEKEND,weekday,
2117 SELC,2014-11-18,2014-11-18,ROOM,BROADWAY,180.0,2.5,450.0,0.0,450.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,SERVICE,SETUP_RESET,75.0,1.0,75.0,0.0,0.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,0.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,SERVICE,A/V,40.0,2.25,90.0,0.0,90.0,N/S,NONE,,weekday,
2117 SELC,2014-11-18,2014-11-18,ITEM_TOT,,,,1465.0,0.39249146757679176,890.0,N/S,N/S,,weekday,
2181 BALANCE,2014-11-11,2014-11-12,ROOM,BROADWAY,180.0,3.0,540.0,0.93,37.799999999999976,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,SETUP_RESET,75.0,2.0,150.0,0.92,11.999999999999995,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,STAFFING,60.0,5.0,300.0,0.0,300.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,COMPOSTABLES,15.0,1.0,15.0,1.0,0.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,SERVICE,DRINKS,30.0,1.0,30.0,1.0,0.0,FULL-TIME,PARTNER,WEEKDAY,weekday,
2181 BALANCE,2014-11-11,2014-11-12,ITEM_TOT,,,,1485.0,0.4614141414141415,799.8,FULL-TIME,PARTNER,WEEKDAY,weekday,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,ROOM,BROADWAY,255.0,4.0,1020.0,0.0,1020.0,PART-TIME,NONE,WEEKEND,weekend,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,ROOM,DOWNTOWN,75.0,7.0,525.0,1.0,0.0,PART-TIME,N/S,WEEKEND,weekend,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,PART-TIME,NONE,WEEKEND,weekend,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,PART-TIME,NONE,WEEKEND,weekend,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,PART-TIME,NONE,WEEKEND,weekend,
2180 Sandra Lawson_PTmember,2014-11-11,2015-01-17,ITEM_TOT,,,,2260.0,0.23230088495575218,1735.0,PART-TIME,N/S,WEEKEND,weekend,
2179 ACOE_ILSP Retreat,2014-11-11,2015-04-18,ROOM,ATRIUM,225.0,6.0,1350.0,0.0,1350.0,NON-MEMBER,NONE,WEEKEND,weekend,
2179 ACOE_ILSP Retreat,2014-11-11,2015-04-18,SERVICE,STAFFING,40.0,8.5,340.0,0.0,340.0,NON-MEMBER,NONE,WEEKEND,weekend,
2179 ACOE_ILSP Retreat,2014-11-11,2015-04-18,SERVICE,JANITORIAL,400.0,1.0,400.0,0.0,400.0,NON-MEMBER,NONE,WEEKEND,weekend,
2179 ACOE_ILSP Retreat,2014-11-11,2015-04-18,ITEM_TOT,,,,2090.0,0.0,2090.0,NON-MEMBER,NONE,WEEKEND,weekend,
2178 ACOE_Synergy Day (2),2014-11-11,2015-03-21,ROOM,OMI,145.0,5.0,725.0,0.0,725.0,NON-MEMBER,NONE,WEEKEND,weekend,
2178 ACOE_Synergy Day (2),2014-11-11,2015-03-21,SERVICE,STAFFING,40.0,7.0,280.0,0.0,280.0,NON-MEMBER,NONE,WEEKEND,weekend,
2178 ACOE_Synergy Day (2),2014-11-11,2015-03-21,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,NON-MEMBER,NONE,WEEKEND,weekend,
2178 ACOE_Synergy Day (2),2014-11-11,2015-03-21,ITEM_TOT,,,,1155.0,0.0,1155.0,NON-MEMBER,NONE,WEEKEND,weekend,
2177 ACOE_Apprentice Training,2014-11-11,2014-12-14,ROOM,JINGLETOWN,189.0,8.0,1512.0,0.15,1285.2,NON-MEMBER,N/S,WEEKEND,weekend,FULL
2177 ACOE_Apprentice Training,2014-11-11,2014-12-14,SERVICE,STAFFING,40.0,10.5,420.0,0.0,420.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
2177 ACOE_Apprentice Training,2014-11-11,2014-12-14,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
2177 ACOE_Apprentice Training,2014-11-11,2014-12-14,ITEM_TOT,,,,2182.0,0.10394133822181484,1955.2,NON-MEMBER,N/S,WEEKEND,weekend,FULL
2176 ACOE_Synergy Day,2014-11-11,2014-12-13,ROOM,JINGLETOWN,189.0,8.0,1512.0,0.15,1285.2,NON-MEMBER,N/S,WEEKEND,weekend,FULL
2176 ACOE_Synergy Day,2014-11-11,2014-12-13,SERVICE,STAFFING,40.0,10.5,420.0,0.0,420.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
2176 ACOE_Synergy Day,2014-11-11,2014-12-13,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKEND,weekend,FULL
2176 ACOE_Synergy Day,2014-11-11,2014-12-13,ITEM_TOT,,,,2182.0,0.10394133822181484,1955.2,NON-MEMBER,N/S,WEEKEND,weekend,FULL
2175 ACOE_meeting_rev1,2014-11-10,2014-11-22,ROOM,UPTOWN,115.0,5.0,575.0,0.05,546.25,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2175 ACOE_meeting_rev1,2014-11-10,2014-11-22,SERVICE,STAFFING,40.0,2.0,80.0,0.0,80.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2175 ACOE_meeting_rev1,2014-11-10,2014-11-22,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2175 ACOE_meeting_rev1,2014-11-10,2014-11-22,ITEM_TOT,,,,805.0,0.0357142857142857,776.25,NON-MEMBER,REOCURRING,WEEKEND,weekend,
2175 ACOE_meeting,2014-11-10,2014-11-22,ROOM,UPTOWN,115.0,3.0,345.0,0.0,345.0,NON-MEMBER,NONE,WEEKEND,weekend,
2175 ACOE_meeting,2014-11-10,2014-11-22,SERVICE,STAFFING,40.0,4.0,160.0,0.0,160.0,NON-MEMBER,NONE,WEEKEND,weekend,
2175 ACOE_meeting,2014-11-10,2014-11-22,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,NON-MEMBER,NONE,WEEKEND,weekend,
2175 ACOE_meeting,2014-11-10,2014-11-22,ITEM_TOT,,,,655.0,0.0,655.0,NON-MEMBER,NONE,WEEKEND,weekend,
2172_Rev1 Lajones & Associates,2014-11-07,2014-12-16,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2172_Rev1 Lajones & Associates,2014-11-07,2014-12-16,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2172_Rev1 Lajones & Associates,2014-11-07,2014-12-16,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,PART-TIME,NONE,WEEKDAY,weekday,
2172_Rev1 Lajones & Associates,2014-11-07,2014-12-16,ITEM_TOT,,,,1125.0,0.0,1125.0,PART-TIME,NONE,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,ROOM,BROADWAY,295.0,3.0,885.0,0.1,796.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,ROOM,ATRIUM,195.0,3.0,585.0,0.1,526.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,SERVICE,STAFFING,30.0,5.0,150.0,0.0,150.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,SERVICE,SETUP_RESET,75.0,2.0,150.0,1.0,0.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,SERVICE,JANITORIAL,500.0,1.0,500.0,0.5,250.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,SERVICE,A/V,40.0,5.0,200.0,0.0,200.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2182 Diversity Challenge,2014-11-06,2014-12-10,ITEM_TOT,,,,2470.0,0.22145748987854252,1923.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2185 YEP,2014-11-05,2014-11-08,ROOM,ATRIUM,225.0,2.0,450.0,0.17,373.5,NON-MEMBER,N/S,WEEKEND,weekend,
2185 YEP,2014-11-05,2014-11-08,SERVICE,SETUP_RESET,75.0,2.0,150.0,1.0,0.0,NON-MEMBER,N/S,WEEKEND,weekend,
2185 YEP,2014-11-05,2014-11-08,SERVICE,STAFFING,30.0,4.0,120.0,0.0,120.0,NON-MEMBER,NONE,WEEKEND,weekend,
2185 YEP,2014-11-05,2014-11-08,SERVICE,JANITORIAL,250.0,1.0,250.0,1.0,0.0,NON-MEMBER,N/S,WEEKEND,weekend,
2185 YEP,2014-11-05,2014-11-08,ITEM_TOT,,,,970.0,0.4912371134020619,493.5,NON-MEMBER,N/S,WEEKEND,weekend,
2172 Lajones & Associates,2014-11-04,2014-12-16,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2172 Lajones & Associates,2014-11-04,2014-12-16,ROOM,ATRIUM,150.0,3.0,450.0,0.0,450.0,PART-TIME,NONE,WEEKDAY,weekday,
2172 Lajones & Associates,2014-11-04,2014-12-16,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2172 Lajones & Associates,2014-11-04,2014-12-16,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,PART-TIME,NONE,WEEKDAY,weekday,
2172 Lajones & Associates,2014-11-04,2014-12-16,ITEM_TOT,,,,1575.0,0.0,1575.0,PART-TIME,NONE,WEEKDAY,weekday,
2171 Courtney Ruby for Mayor,2014-11-04,2014-10-29,ROOM,BROADWAY,180.0,2.0,360.0,0.0,360.0,FULL-TIME,NONE,WEEKDAY,weekday,
2171 Courtney Ruby for Mayor,2014-11-04,2014-10-29,ROOM,OMI,60.0,1.0,60.0,0.0,60.0,FULL-TIME,NONE,WEEKDAY,weekday,
2171 Courtney Ruby for Mayor,2014-11-04,2014-10-29,SERVICE,SETUP_RESET,50.0,3.5,175.0,0.0,175.0,FULL-TIME,NONE,WEEKDAY,weekday,
2171 Courtney Ruby for Mayor,2014-11-04,2014-10-29,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,FULL-TIME,NONE,WEEKDAY,weekday,
2171 Courtney Ruby for Mayor,2014-11-04,2014-10-29,ITEM_TOT,,,,945.0,0.0,945.0,FULL-TIME,NONE,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,ROOM,BROADWAY,295.0,3.5,1032.5,0.0,1032.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,ROOM,EAST_OAK,35.0,5.5,192.5,0.0,192.5,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,ROOM,WEST_OAK,35.0,5.5,192.5,1.0,0.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,SERVICE,STAFFING,30.0,5.5,165.0,0.0,165.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2170 Alameda Health Services,2014-11-04,2014-12-09,ITEM_TOT,,,,2032.5,0.09471094710947114,1840.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,ROOM,BROADWAY,295.0,3.0,885.0,0.0,885.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,ROOM,JINGLETOWN,150.0,4.0,600.0,0.0,600.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,ROOM,EAST_OAK,35.0,6.0,210.0,0.0,210.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,ROOM,WEST_OAK,35.0,6.0,210.0,1.0,0.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,SERVICE,SETUP_RESET,50.0,3.0,150.0,0.0,150.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2169 Red Door Group,2014-11-04,2014-12-12,ITEM_TOT,,,,2405.0,0.08731808731808732,2195.0,NON-MEMBER,MULTIROOM,WEEKDAY,weekday,
2173 EvolutionLeadership_Fedor,2014-11-03,2014-11-08,ROOM,UPTOWN,60.0,8.0,480.0,0.1,432.0,FULL-TIME,N/S,WEEKEND,weekend,FULL
2173 EvolutionLeadership_Fedor,2014-11-03,2014-11-08,ITEM_TOT,,,,480.0,0.09999999999999998,432.0,FULL-TIME,N/S,WEEKEND,weekend,FULL
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,ROOM,ATRIUM,195.0,2.0,390.0,0.0,390.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,SERVICE,DRINKS,80.0,1.0,80.0,0.0,80.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,SERVICE,COMPOSTABLES,42.09,1.0,42.09,0.0,42.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2160 BK Publishers_LockedDown,2014-11-03,2014-11-04,ITEM_TOT,,,,862.09,0.00010439745270218737,862.0,NON-MEMBER,N/S,WEEKDAY,weekday,
2174 CARE Strategies,2014-10-29,2014-11-19,ROOM,UPTOWN,65.0,2.5,162.5,0.0,162.5,PART-TIME,NONE,WEEKDAY,weekday,
2174 CARE Strategies,2014-10-29,2014-11-19,SERVICE,SETUP_RESET,30.0,1.0,30.0,0.0,30.0,PART-TIME,NONE,WEEKDAY,weekday,
2174 CARE Strategies,2014-10-29,2014-11-19,ITEM_TOT,,,,192.5,0.0,192.5,PART-TIME,NONE,WEEKDAY,weekday,
2168 PPGBA_OnBroadway,2014-10-29,2014-11-20,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2168 PPGBA_OnBroadway,2014-10-29,2014-11-20,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2168 PPGBA_OnBroadway,2014-10-29,2014-11-20,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,PART-TIME,NONE,WEEKDAY,weekday,
2168 PPGBA_OnBroadway,2014-10-29,2014-11-20,ITEM_TOT,,,,925.0,0.0,925.0,PART-TIME,NONE,WEEKDAY,weekday,
2167 Sandra Lawson,2014-10-28,2015-01-17,ROOM,BROADWAY,315.0,4.0,1260.0,0.0,1260.0,NON-MEMBER,NONE,WEEKEND,weekend,
2167 Sandra Lawson,2014-10-28,2015-01-17,ROOM,DOWNTOWN,95.0,7.0,665.0,1.0,0.0,NON-MEMBER,N/S,WEEKEND,weekend,
2167 Sandra Lawson,2014-10-28,2015-01-17,SERVICE,SETUP_RESET,75.0,3.0,225.0,0.0,225.0,NON-MEMBER,NONE,WEEKEND,weekend,
2167 Sandra Lawson,2014-10-28,2015-01-17,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKEND,weekend,
2167 Sandra Lawson,2014-10-28,2015-01-17,SERVICE,A/V,40.0,6.0,240.0,0.0,240.0,NON-MEMBER,NONE,WEEKEND,weekend,
2167 Sandra Lawson,2014-10-28,2015-01-17,ITEM_TOT,,,,2640.0,0.25189393939393945,1975.0,NON-MEMBER,N/S,WEEKEND,weekend,
2166 SustainAbility RoundTable,2014-10-24,2014-12-04,ROOM,OMI,60.0,2.0,120.0,0.0,120.0,FULL-TIME,NONE,WEEKDAY,weekday,
2166 SustainAbility RoundTable,2014-10-24,2014-12-04,SERVICE,SETUP_RESET,30.0,1.5,45.0,0.0,45.0,FULL-TIME,NONE,WEEKDAY,weekday,
2166 SustainAbility RoundTable,2014-10-24,2014-12-04,SERVICE,JANITORIAL,100.0,1.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2166 SustainAbility RoundTable,2014-10-24,2014-12-04,ITEM_TOT,,,,265.0,0.0,265.0,FULL-TIME,NONE,WEEKDAY,weekday,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,ROOM,BROADWAY,315.0,5.0,1575.0,0.0,1575.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,ROOM,ATRIUM,140.0,3.0,420.0,0.0,420.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,SERVICE,STAFFING,30.0,5.0,150.0,0.0,150.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo_Rev1,2014-10-23,2014-12-13,ITEM_TOT,,,,2945.0,0.0,2945.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo,2014-10-23,2014-12-13,ROOM,BROADWAY,315.0,5.0,1575.0,0.0,1575.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo,2014-10-23,2014-12-13,SERVICE,STAFFING,30.0,5.0,150.0,0.0,150.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo,2014-10-23,2014-12-13,SERVICE,SETUP_RESET,75.0,4.0,300.0,0.0,300.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo,2014-10-23,2014-12-13,SERVICE,JANITORIAL,500.0,1.0,500.0,0.0,500.0,NON-MEMBER,NONE,WEEKEND,weekend,
2165 Marie Bernardo,2014-10-23,2014-12-13,ITEM_TOT,,,,2525.0,0.0,2525.0,NON-MEMBER,NONE,WEEKEND,weekend,
2164 Tides ,2014-10-23,2014-12-01,ROOM,BROADWAY,295.0,2.0,590.0,0.0,590.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2164 Tides ,2014-10-23,2014-12-01,SERVICE,SETUP_RESET,75.0,1.0,75.0,1.0,0.0,NON-MEMBER,N/S,WEEKDAY,weekday,
2164 Tides ,2014-10-23,2014-12-01,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2164 Tides ,2014-10-23,2014-12-01,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2164 Tides ,2014-10-23,2014-12-01,SERVICE,A/V,40.0,3.5,140.0,0.0,140.0,NON-MEMBER,NONE,WEEKDAY,weekday,
2164 Tides ,2014-10-23,2014-12-01,ITEM_TOT,,,,1155.0,0.06493506493506496,1080.0,NON-MEMBER,N/S,WEEKDAY,weekday,
2163 Kaiser Emergency Dept_Rev1,2014-10-20,2014-12-06,ROOM,BROADWAY,255.0,5.0,1275.0,0.0,1275.0,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept_Rev1,2014-10-20,2014-12-06,ROOM,ATRIUM,180.0,5.0,900.0,0.0,900.0,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept_Rev1,2014-10-20,2014-12-06,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept_Rev1,2014-10-20,2014-12-06,SERVICE,JANITORIAL,450.0,1.0,450.0,0.0,450.0,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept_Rev1,2014-10-20,2014-12-06,ITEM_TOT,,,,2812.5,0.0,2812.5,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept,2014-10-20,2014-12-06,ROOM,BROADWAY,255.0,5.0,1275.0,0.0,1275.0,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept,2014-10-20,2014-12-06,SERVICE,SETUP_RESET,75.0,2.5,187.5,0.0,187.5,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept,2014-10-20,2014-12-06,SERVICE,JANITORIAL,350.0,1.0,350.0,0.0,350.0,PART-TIME,NONE,WEEKEND,weekend,
2163 Kaiser Emergency Dept,2014-10-20,2014-12-06,ITEM_TOT,,,,1812.5,0.0,1812.5,PART-TIME,NONE,WEEKEND,weekend,
2162 Housing Consortium,2014-10-16,2014-10-30,ROOM,BROADWAY,225.0,3.0,675.0,0.0,675.0,PART-TIME,NONE,WEEKDAY,weekday,
2162 Housing Consortium,2014-10-16,2014-10-30,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,PART-TIME,NONE,WEEKDAY,weekday,
2162 Housing Consortium,2014-10-16,2014-10-30,SERVICE,JANITORIAL,400.0,1.0,400.0,0.0,400.0,PART-TIME,NONE,WEEKDAY,weekday,
2162 Housing Consortium,2014-10-16,2014-10-30,SERVICE,A/V,40.0,3.5,140.0,0.0,140.0,PART-TIME,NONE,WEEKDAY,weekday,
2162 Housing Consortium,2014-10-16,2014-10-30,SERVICE,DRINKS,12.0,3.0,36.0,0.0,36.0,PART-TIME,NONE,WEEKDAY,weekday,
2162 Housing Consortium,2014-10-16,2014-10-30,ITEM_TOT,,,,1351.0,0.0,1351.0,PART-TIME,NONE,WEEKDAY,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,ROOM,DOWNTOWN,0.0,,0.0,1.0,0.0,FULL-TIME,waived,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,SERVICE,SETUP_RESET,50.0,2.5,125.0,0.0,125.0,FULL-TIME,NONE,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,SERVICE,A/V,40.0,3.0,120.0,0.0,120.0,FULL-TIME,NONE,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,SERVICE,JANITORIAL,150.0,1.0,150.0,0.0,150.0,FULL-TIME,NONE,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,OTHER,Space Rentals,290.0,4.5,1305.0,0.3,913.4999999999999,FULL-TIME,N/S,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,OTHER,Sat & Sun Cancellation Fee,50.0,1.0,50.0,0.0,50.0,FULL-TIME,NONE,,weekday,
2137 Bay Bucks_Final,2014-10-16,2014-10-24,ITEM_TOT,,,,1750.0,0.22371428571428575,1358.5,FULL-TIME,N/S,,weekday,
2161 Amigos_HostTraining,2014-10-09,2014-11-19,ROOM,ATRIUM,110.0,2.0,220.0,0.0,220.0,FULL-TIME,NONE,WEEKDAY,weekday,
2161 Amigos_HostTraining,2014-10-09,2014-11-19,SERVICE,SETUP_RESET,50.0,2.0,100.0,0.0,100.0,FULL-TIME,NONE,WEEKDAY,weekday,
2161 Amigos_HostTraining,2014-10-09,2014-11-19,SERVICE,JANITORIAL,250.0,1.0,250.0,0.0,250.0,FULL-TIME,NONE,WEEKDAY,weekday,
