sheet,DATE,DESCRIPTION,AMOUNT,HOURS/UNITS,SUBTOTAL,DISCOUNT,TOTAL,rate
2188 BGC_volunteertraining,2014-12-06,Weekend Staffing,30.0,5.0,150.0,,150.0,Full Time Member Weekend Rate
2188 BGC_volunteertraining,2014-12-06,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekend Rate
2188 BGC_volunteertraining,2014-12-06,Total,,,,,855.0,Full Time Member Weekend Rate
615004-2 BGC Hackathon_overtime,2015-06-21,IHO Staffing,40.0,2.0,80.0,,80.0,
615004-2 BGC Hackathon_overtime,2015-06-21,A/V Technician,40.0,2.0,80.0,,80.0,
615004-2 BGC Hackathon_overtime,2015-06-21,Total,,,160.0,,160.0,
2119 ImpactSocial_BAVC,2014-09-15,BAVC Portion of Venue Rental,,,,,200.0,Part Time Member Weekday Rate
2119 ImpactSocial_BAVC,2014-09-15,Total,,,0.0,,200.0,Part Time Member Weekday Rate
2121 OakMetroChamberofCommerce,2014-09-16,On Broadway,180.0,4.5,810.0,0.67,267.3,Full Time Member Weekday Rate - Founder Discount
2121 OakMetroChamberofCommerce,2014-09-16,Set Up & Break Down,50.0,2.5,125.0,,125.0,Full Time Member Weekday Rate - Founder Discount
2121 OakMetroChamberofCommerce,2014-09-16,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate - Founder Discount
2121 OakMetroChamberofCommerce,2014-09-16,A/V sound Technician,40.0,4.0,160.0,,160.0,Full Time Member Weekday Rate - Founder Discount
2121 OakMetroChamberofCommerce,2014-09-16,Total,,,1345.0,,802.3,Full Time Member Weekday Rate - Founder Discount
715013 Dinner Lab,2015-08-08,On Broadway,315.0,2.5,787.5,,787.5,Non Member Weekend Rate
715013 Dinner Lab,2015-08-08,Set Up & Reset ,75.0,4.5,337.5,,337.5,Non Member Weekend Rate
715013 Dinner Lab,2015-08-08,IHO Staffing ,30.0,7.0,210.0,,210.0,Non Member Weekend Rate
715013 Dinner Lab,2015-08-08,Sm Party Janitorial/Waste Removal Fee ,200.0,1.0,200.0,,200.0,Non Member Weekend Rate
715013 Dinner Lab,2015-08-08,Total,,,1535.0,,1535.0,Non Member Weekend Rate
2199-2 Redwood Day School,2015-04-25,Entire Lower Floor,540.0,4.5,2430.0,0.1,2187.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,On Broadway,315.0,,,,,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Atrium,225.0,,,,,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Jingletown Lounge,180.0,4.5,810.0,0.1,729.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,East Oakland,65.0,5.5,357.5,0.1,321.75,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Early Set Up,100.0,2.0,200.0,,200.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,IHO Staffing,30.0,2.0,60.0,,60.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Set Up & Break Down,75.0,5.0,375.0,,375.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,A/V Technician,40.0,8.0,320.0,,320.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,A/V Technician Consultation,30.0,1.0,30.0,,30.0,Non Member Weekend Rate - Multi room discount
2199-2 Redwood Day School,2015-04-25,Total,,,5082.5,,4722.75,Non Member Weekend Rate - Multi room discount
2097 Indie Awards Dinner,2014-07-08,On Broadway,295.0,2.5,737.5,,737.5,Non-Member Weekday Rate - IHO partial sponsor
2097 Indie Awards Dinner,2014-07-08,Set Up & Break Down,50.0,1.75,87.5,,87.5,Non-Member Weekday Rate - IHO partial sponsor
2097 Indie Awards Dinner,2014-07-08,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Non-Member Weekday Rate - IHO partial sponsor
2097 Indie Awards Dinner,2014-07-08,Early Set Up Fee,100.0,1.0,100.0,,100.0,Non-Member Weekday Rate - IHO partial sponsor
2097 Indie Awards Dinner,2014-07-08,A/V Technician,40.0,4.25,170.0,,170.0,Non-Member Weekday Rate - IHO partial sponsor
2097 Indie Awards Dinner,2014-07-08,Total,,,,,1345.0,Non-Member Weekday Rate - IHO partial sponsor
415009 Black Folks House,2015-04-18,OMI Gallery,90.0,4.0,360.0,,360.0,Part Time Member Weekend Rate -- Founders Discount
415009 Black Folks House,2015-04-18,Set Up & Reset,75.0,0.0,0.0,,0.0,Part Time Member Weekend Rate -- Founders Discount
415009 Black Folks House,2015-04-18,IHO Staffing,40.0,0.0,0.0,,0.0,Part Time Member Weekend Rate -- Founders Discount
415009 Black Folks House,2015-04-18,Janitorial/Waste Removal Fee,50.0,1.0,50.0,1.0,0.0,Part Time Member Weekend Rate -- Founders Discount
415009 Black Folks House,2015-04-18,Total,,,410.0,,360.0,Part Time Member Weekend Rate -- Founders Discount
2078 ThirdThursday,2014-06-19,On Broadway,140.0,3.0,420.0,,420.0,Full Time Member Weekday Rate
2078 ThirdThursday,2014-06-19,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
2078 ThirdThursday,2014-06-19,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2078 ThirdThursday,2014-06-19,Total,,,,,770.0,Full Time Member Weekday Rate
415014-2 CJ Callen,2015-04-15,OMI Gallery,85.0,2.5,212.5,,212.5,Part Time Member Weekday Rate
415014-2 CJ Callen,2015-04-15,Downtown,45.0,3.0,135.0,,135.0,Part Time Member Weekday Rate
415014-2 CJ Callen,2015-04-15,IHO Staffing,30.0,2.0,60.0,,60.0,Part Time Member Weekday Rate
415014-2 CJ Callen,2015-04-15,Total,,,407.5,,407.5,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,Atrium,150.0,2.0,300.0,,300.0,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,Set Up & Reset,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,IHO Staffing,40.0,4.0,160.0,,160.0,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,Janitorial Service,200.0,1.0,200.0,,200.0,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,Waste Removal Fee,50.0,1.0,50.0,1.0,50.0,Part Time Member Weekday Rate
415006 CSS Member,2015-06-04,Total,,,810.0,,810.0,Part Time Member Weekday Rate
2200 Rebirth & Renewal,2015-01-10,On Broadway,255.0,7.0,1785.0,0.86,249.9,Part Time Member Weekend Rate -- IHO Sponsorship
2200 Rebirth & Renewal,2015-01-10,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate -- IHO Sponsorship
2200 Rebirth & Renewal,2015-01-10,Total,,,2035.0,,499.9,Part Time Member Weekend Rate -- IHO Sponsorship
715008-2 Ada Initiative,2015-08-11,On Broadway,150.0,2.0,300.0,,300.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008-2 Ada Initiative,2015-08-11,Set Up & Reset,50.0,2.0,100.0,,100.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008-2 Ada Initiative,2015-08-11,IHO Staffing,35.0,4.0,140.0,,140.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008-2 Ada Initiative,2015-08-11,Standard Janitorial Fee,150.0,1.0,150.0,,150.0,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008-2 Ada Initiative,2015-08-11,Compostable Dishware & Silverware (50-100 Hot Cups),15.05,1.0,15.05,,15.05,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
715008-2 Ada Initiative,2015-08-11,Total,,,705.05,,705.05,Part Time Member Wkday Rate  - Offering Broadway ($295/hr) at the Atrium
115013 Youth Speaks_Olympics,2015-05-30,On Broadway,255.0,2.0,510.0,,510.0,Part Time Member Weekend Rate
115013 Youth Speaks_Olympics,2015-05-30,Set Up & Break Down,75.0,3.5,262.5,,262.5,Part Time Member Weekend Rate
115013 Youth Speaks_Olympics,2015-05-30,Site Manager,40.0,5.5,220.0,,220.0,Part Time Member Weekend Rate
115013 Youth Speaks_Olympics,2015-05-30,Standard Janitorial Fee,350.0,1.0,350.0,,350.0,Part Time Member Weekend Rate
115013 Youth Speaks_Olympics,2015-05-30,Total,,,1342.5,,1342.5,Part Time Member Weekend Rate
2186 Kiwan,2014-12-09,Downtown,45.0,1.0,45.0,,45.0,Part Time Member Weekday Rate
2186 Kiwan,2014-12-09,Set Up & Break Down,20.0,1.0,20.0,,20.0,Part Time Member Weekday Rate
2186 Kiwan,2014-12-09,Total,,,,,65.0,Part Time Member Weekday Rate
2057 OpenOakland,2014-05-31,On Broadway,255.0,5.5,1402.5,,1402.5,Weekend rate - part time member discount
2057 OpenOakland,2014-05-31,Atrium,150.0,5.5,825.0,,825.0,Weekend rate - part time member discount
2057 OpenOakland,2014-05-31,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Weekend rate - part time member discount
2057 OpenOakland,2014-05-31,Set Up & Break Down,50.0,2.0,100.0,,100.0,Weekend rate - part time member discount
2057 OpenOakland,2014-05-31,Total,,,,,2577.5,Weekend rate - part time member discount
215007-2 Life is Loving ,2015-02-14,On Broadway,255.0,3.0,765.0,0.55,344.25,Part Time Member Weekend Rate - Founders Discount
215007-2 Life is Loving ,2015-02-14,Set Up & Break Down,75.0,2.5,187.5,,187.5,Part Time Member Weekend Rate - Founders Discount
215007-2 Life is Loving ,2015-02-14,Site Manager/Staffing,40.0,5.5,220.0,,220.0,Part Time Member Weekend Rate - Founders Discount
215007-2 Life is Loving ,2015-02-14,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekend Rate - Founders Discount
215007-2 Life is Loving ,2015-02-14,Total,,,1422.5,,1001.75,Part Time Member Weekend Rate - Founders Discount
2102 Future Energy,2014-09-05,On Broadway,180.0,5.0,900.0,,900.0,Full Time Member Weekday Rate
2102 Future Energy,2014-09-05,Green Room,30.0,5.0,150.0,,150.0,Full Time Member Weekday Rate
2102 Future Energy,2014-09-05,Large Party Cleaning Fee,500.0,1.0,500.0,,500.0,Full Time Member Weekday Rate
2102 Future Energy,2014-09-05,A/V Technician,40.0,6.5,260.0,,260.0,Full Time Member Weekday Rate
2102 Future Energy,2014-09-05,Total,,,,,1810.0,Full Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,On Broadway,225.0,3.0,675.0,,675.0,Part Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,Large Party Janitorial Fee,400.0,1.0,400.0,,400.0,Part Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,A/V Technician,40.0,3.5,140.0,,140.0,Part Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,Coffee Service ($12/thermos),12.0,3.0,36.0,,36.0,Part Time Member Weekday Rate
2162 Housing Consortium,2014-10-30,Total,,,1351.0,,1351.0,Part Time Member Weekday Rate
2134 HERA,2014-11-05,On Broadway,295.0,3.0,885.0,,885.0,Non Member Weekday Rate
2134 HERA,2014-11-05,East Oakland,35.0,4.0,140.0,,140.0,Non Member Weekday Rate
2134 HERA,2014-11-05,Early Set Up Fee,75.0,1.0,75.0,,75.0,Non Member Weekday Rate
2134 HERA,2014-11-05,Set Up & Break Down,50.0,3.0,150.0,,150.0,Non Member Weekday Rate
2134 HERA,2014-11-05,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate
2134 HERA,2014-11-05,Total,,,1500.0,,1500.0,Non Member Weekday Rate
2071 KQED_FilmSalon (3),2014-06-25,On Broadway,150.0,2.0,300.0,,300.0,
2071 KQED_FilmSalon (3),2014-06-25,Set Up & Break Down,50.0,2.0,100.0,,100.0,
2071 KQED_FilmSalon (3),2014-06-25,Standard Cleaning Fee,100.0,1.0,100.0,,100.0,
2071 KQED_FilmSalon (3),2014-06-25,Total,,,,,500.0,
2177 ACOE_Apprentice Training,2014-12-14,Jingletown Lounge,189.0,8.0,1512.0,0.15,1285.2,Non Member Weekend Rate  - Full Day Discount
2177 ACOE_Apprentice Training,2014-12-14,Weekend Staffing,40.0,10.5,420.0,,420.0,Non Member Weekend Rate  - Full Day Discount
2177 ACOE_Apprentice Training,2014-12-14,Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekend Rate  - Full Day Discount
2177 ACOE_Apprentice Training,2014-12-14,Total,,,2182.0,,1955.2,Non Member Weekend Rate  - Full Day Discount
315007-2 Friends of the Earth ,2015-04-14,On Broadway,225.0,2.0,450.0,,450.0,Part Time Member Weekday Rate
315007-2 Friends of the Earth ,2015-04-14,Set Up & Reset,75.0,2.0,150.0,,150.0,Part Time Member Weekday Rate
315007-2 Friends of the Earth ,2015-04-14,IHO Staffing,40.0,4.0,160.0,,160.0,Part Time Member Weekday Rate
315007-2 Friends of the Earth ,2015-04-14,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
315007-2 Friends of the Earth ,2015-04-14,Total,,,1010.0,,1010.0,Part Time Member Weekday Rate
515004 Youth HUB Pitch Event ,2015-05-23,On Broadway,210.0,6.0,1260.0,0.33,844.2,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Atrium,140.0,6.0,840.0,1.0,0.0,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Jingletown Lounge,105.0,6.0,630.0,1.0,0.0,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,OMI Gallery,90.0,4.0,360.0,1.0,0.0,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Staffing,35.0,9.5,332.5,,332.5,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Set Up & Break Down,75.0,2.0,150.0,,150.0,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Standard Janitorial Fee,253.3,1.0,253.3,,253.3,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,A/V Technician,40.0,3.0,120.0,,120.0,Full Time Member Weekend Rate - Founders Discount
515004 Youth HUB Pitch Event ,2015-05-23,Total,,,3945.8,,1700.0,Full Time Member Weekend Rate - Founders Discount
115003 YouthHUB_IHO Holiday,2014-12-17,On Broadway,180.0,1.4,252.0,,252.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Set Up & Break Down,75.0,2.0,150.0,0.75,37.5,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,IHO Staffing,40.0,4.0,160.0,1.0,0.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Large Party Janitorial Fee,500.0,1.0,500.0,0.5,250.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Waste Removal Fee ,100.0,1.0,100.0,0.7,30.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,A/V Technician,40.0,2.0,80.0,1.0,0.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Wine Vendor ,163.13,1.0,163.13,0.5,81.565,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Security,30.0,10.0,300.0,0.5,150.0,Full Time Member Weekday Rate -- Partner Discount
115003 YouthHUB_IHO Holiday,2014-12-17,Total,,,1705.13,,801.065,Full Time Member Weekday Rate -- Partner Discount
2187-3 AlterConf_Compost,2015-01-31,Compostable Products,30.1,1.0,30.1,,30.1,Non Member Weekend Rate
2187-3 AlterConf_Compost,2015-01-31,Total,,,,,30.1,Non Member Weekend Rate
215013 GlobalGirl Media,2015-03-21,On Broadway,210.0,3.0,630.0,0.25,472.5,Full Time Member Weekend Rate - Founder Discount
215013 GlobalGirl Media,2015-03-21,Set Up & Reset,75.0,3.0,225.0,,225.0,Full Time Member Weekend Rate - Founder Discount
215013 GlobalGirl Media,2015-03-21,IHO Staffing,35.0,6.0,210.0,,210.0,Full Time Member Weekend Rate - Founder Discount
215013 GlobalGirl Media,2015-03-21,Standard Janitorial Fee/Waste Removal,300.0,1.0,300.0,,300.0,Full Time Member Weekend Rate - Founder Discount
215013 GlobalGirl Media,2015-03-21,A/V Technician,40.0,2.0,80.0,,80.0,Full Time Member Weekend Rate - Founder Discount
215013 GlobalGirl Media,2015-03-21,Total,,,1445.0,,1287.5,Full Time Member Weekend Rate - Founder Discount
2175 ACOE_meeting_rev1,2014-11-22,Uptown,115.0,5.0,575.0,0.05,546.25,Non Member Weekend Rate - Multi Event Rental Discount
2175 ACOE_meeting_rev1,2014-11-22,Weekend Staffing,40.0,2.0,80.0,,80.0,Non Member Weekend Rate - Multi Event Rental Discount
2175 ACOE_meeting_rev1,2014-11-22,Janitorial Fee,150.0,1.0,150.0,,150.0,Non Member Weekend Rate - Multi Event Rental Discount
2175 ACOE_meeting_rev1,2014-11-22,Total,,,,,776.25,Non Member Weekend Rate - Multi Event Rental Discount
2115 John Chiang,2014-08-27,OMI Gallery,115.0,2.0,230.0,0.5,115.0,Non Member Weekday Rate - Sharon Cornu Credit Applied
2115 John Chiang,2014-08-27,Set Up & Break Down,50.0,1.5,75.0,,75.0,Non Member Weekday Rate - Sharon Cornu Credit Applied
2115 John Chiang,2014-08-27,Standard Janitorial Fee,100.0,1.0,100.0,,100.0,Non Member Weekday Rate - Sharon Cornu Credit Applied
2115 John Chiang,2014-08-27,Total,,,405.0,,290.0,Non Member Weekday Rate - Sharon Cornu Credit Applied
2157 Thomas Huebl_BAI,2014-12-11,On Broadway,295.0,3.0,885.0,0.5,442.5,Non Member Weekday Rate - partner event discount
2157 Thomas Huebl_BAI,2014-12-11,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate - partner event discount
2157 Thomas Huebl_BAI,2014-12-11,Standard Janitorial Fee,0.0,1.0,0.0,1.0,0.0,Non Member Weekday Rate - partner event discount
2157 Thomas Huebl_BAI,2014-12-11,A/V Technician,40.0,3.0,120.0,,120.0,Non Member Weekday Rate - partner event discount
2157 Thomas Huebl_BAI,2014-12-11,Total,,,1355.0,,662.5,Non Member Weekday Rate - partner event discount
2060 EBASE,2014-06-26,On Broadway,225.0,2.5,562.5,,562.5,Part Time Member Weekday Rate
2060 EBASE,2014-06-26,Set Up & Break Down,50.0,2.0,100.0,,100.0,Part Time Member Weekday Rate
2060 EBASE,2014-06-26,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
2060 EBASE,2014-06-26,Total,,,,,912.5,Part Time Member Weekday Rate
2161 Amigos_HostTraining,2014-11-19,Atrium,110.0,2.0,220.0,,220.0,Full Time Member Weekday Rate
2161 Amigos_HostTraining,2014-11-19,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
2161 Amigos_HostTraining,2014-11-19,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
2161 Amigos_HostTraining,2014-11-19,Sound Tech - a/v equipment set up,40.0,2.0,80.0,,80.0,Full Time Member Weekday Rate
2161 Amigos_HostTraining,2014-11-19,Total,,,650.0,,650.0,Full Time Member Weekday Rate
315002-2 Develop Yourself ,3/28-3/29,On Broadway,255.0,16.0,4080.0,0.7,1224.0,Part Time Member Weekend Rate  - Multi Day Discount
315002-2 Develop Yourself ,3/28-3/29,Atrium (50% cancellation deposit),864.0,1.0,864.0,0.5,432.0,Part Time Member Weekend Rate  - Multi Day Discount
315002-2 Develop Yourself ,3/28-3/29,Set Up & Reset,75.0,4.0,300.0,,300.0,Part Time Member Weekend Rate  - Multi Day Discount
315002-2 Develop Yourself ,3/28-3/29,IHO Staffing,40.0,10.5,420.0,,420.0,Part Time Member Weekend Rate  - Multi Day Discount
315002-2 Develop Yourself ,3/28-3/29,Standard Janitorial Fee/Waste Removal,500.0,1.0,500.0,,500.0,Part Time Member Weekend Rate  - Multi Day Discount
315002-2 Develop Yourself ,3/28-3/29,Total,,,6164.0,,2876.0,Part Time Member Weekend Rate  - Multi Day Discount
2167 Sandra Lawson,2015-01-17,On Broadway,315.0,4.0,1260.0,,1260.0,Non Member Weekend Rate
2167 Sandra Lawson,2015-01-17,Downtown,95.0,7.0,665.0,1.0,0.0,Non Member Weekend Rate
2167 Sandra Lawson,2015-01-17,Set Up & Break Down,75.0,3.0,225.0,,225.0,Non Member Weekend Rate
2167 Sandra Lawson,2015-01-17,Standard Janitorial Fee,250.0,1.0,250.0,,250.0,Non Member Weekend Rate
2167 Sandra Lawson,2015-01-17,A/V Technician,40.0,6.0,240.0,,240.0,Non Member Weekend Rate
2167 Sandra Lawson,2015-01-17,Total,,,2640.0,,1975.0,Non Member Weekend Rate
415012 Uptima 2.Oakland Demo,2015-05-20,Atrium,110.0,2.5,275.0,,275.0,Full Time Member Weekday Rate
415012 Uptima 2.Oakland Demo,2015-05-20,Set Up & Break Down,50.0,2.0,100.0,,100.0,Full Time Member Weekday Rate
415012 Uptima 2.Oakland Demo,2015-05-20,IHO Staffing,40.0,5.5,220.0,,220.0,Full Time Member Weekday Rate
415012 Uptima 2.Oakland Demo,2015-05-20,Standard Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Full Time Member Weekday Rate
415012 Uptima 2.Oakland Demo,2015-05-20,Total,,,845.0,,845.0,Full Time Member Weekday Rate
2197 Beyond Sep_SeriesII_March,2015-03-04,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2197 Beyond Sep_SeriesII_March,2015-03-11,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2197 Beyond Sep_SeriesII_March,2015-03-18,OMI Gallery,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2197 Beyond Sep_SeriesII_March,2015-03-25,Meridian Room,45.0,3.0,135.0,,135.0,Full Time Member Weekday Rate
2197 Beyond Sep_SeriesII_March,2015-03-25,Total,,,540.0,,540.0,Full Time Member Weekday Rate
515005 PAID Mills College,2015-06-03,Atrium ,150.0,2.0,300.0,,300.0,Part Time Member Weekday Rate
515005 PAID Mills College,2015-06-03,Set Up & Reset ,75.0,2.0,150.0,,150.0,Part Time Member Weekday Rate
515005 PAID Mills College,2015-06-03,IHO Staffing,40.0,4.0,160.0,,160.0,Part Time Member Weekday Rate
515005 PAID Mills College,2015-06-03,Janitorial/Waste Removal Fee,250.0,1.0,250.0,,250.0,Part Time Member Weekday Rate
515005 PAID Mills College,2015-06-03,Total,,,,,860.0,Part Time Member Weekday Rate
2193 Rosenberg Foundation,2014-01-14,On Broadway,295.0,2.5,737.5,,737.5,Non Member Weekday Rate
2193 Rosenberg Foundation,2014-01-14,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
2193 Rosenberg Foundation,2014-01-14,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate
2193 Rosenberg Foundation,2014-01-14,Total,,,1087.5,,1087.5,Non Member Weekday Rate
315008-2 Kapor Center,2015-05-02,On Broadway,210.0,7.0,1470.0,,1249.5,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,Jingletown Lounge,105.0,3.0,315.0,,267.75,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,Uptown,60.0,3.0,180.0,,153.0,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,Set Up & Reset,75.0,3.0,225.0,,225.0,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,IHO Staffing,40.0,10.0,400.0,,400.0,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,Large Party Janitorial Fee,500.0,1.0,500.0,,500.0,Full Time Member Weekend Rate -- Full day discount
315008-2 Kapor Center,2015-05-02,Total,,,3090.0,,2795.25,Full Time Member Weekend Rate -- Full day discount
2146 Beyond the Culture_Oct,2014-10-06,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2146 Beyond the Culture_Oct,2014-10-13,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2146 Beyond the Culture_Oct,2014-10-20,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2146 Beyond the Culture_Oct,2014-10-27,Meridian Room,45.0,2.5,112.5,,112.5,Full Time Member Weekday Rate
2146 Beyond the Culture_Oct,2014-10-27,Total,,,450.0,,450.0,Full Time Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Atrium,195.0,2.0,390.0,,390.0,Non Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Set Up & Break Down,50.0,2.0,100.0,,100.0,Non Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Standard Cleaning Fee,250.0,1.0,250.0,,250.0,Non Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Coffee Service for 100,80.0,1.0,80.0,,80.0,Non Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Compostables,42.09,1.0,42.09,,42.0,Non Member Weekday Rate
2160 BK Publishers_LockedDown,2014-11-04,Total,,,862.0,,862.0,Non Member Weekday Rate
2156 HERA_ScotchTasting,2014-10-16,OMI Gallery,115.0,1.0,115.0,,115.0,Non Member Weekday Rate
2156 HERA_ScotchTasting,2014-10-16,Set Up & Break Down,50.0,1.5,75.0,,75.0,Non Member Weekday Rate
2156 HERA_ScotchTasting,2014-10-16,Small Event Janitorial Fee,75.0,1.0,75.0,,75.0,Non Member Weekday Rate
2156 HERA_ScotchTasting,2014-10-16,Total,,,265.0,,265.0,Non Member Weekday Rate
2171 Courtney Ruby for Mayor,2014-10-29,On Broadway,180.0,2.0,360.0,,360.0,Full Time Office Member Weekday Rate
2171 Courtney Ruby for Mayor,2014-10-29,OMI Gallery,60.0,1.0,60.0,,60.0,Full Time Office Member Weekday Rate
2171 Courtney Ruby for Mayor,2014-10-29,Set Up & Break Down,50.0,3.5,175.0,,175.0,Full Time Office Member Weekday Rate
2171 Courtney Ruby for Mayor,2014-10-29,Large Party Janitorial Fee,350.0,1.0,350.0,,350.0,Full Time Office Member Weekday Rate
2171 Courtney Ruby for Mayor,2014-10-29,Total,,,945.0,,945.0,Full Time Office Member Weekday Rate
715014 Uptima Coop Challenge,2015-10-09,Atrium,140.0,4.5,630.0,0.55,283.5,Full Time Member Weekend Rate - Sponsorship Discount
715014 Uptima Coop Challenge,2015-10-09,Set Up & Reset,75.0,2.5,187.5,,187.5,Full Time Member Weekend Rate - Sponsorship Discount
715014 Uptima Coop Challenge,2015-10-09,IHO Staffing,40.0,7.0,280.0,,280.0,Full Time Member Weekend Rate - Sponsorship Discount
715014 Uptima Coop Challenge,2015-10-09,Partial Janitorial Service,150.0,1.0,150.0,,150.0,Full Time Member Weekend Rate - Sponsorship Discount
715014 Uptima Coop Challenge,2015-10-09,Speciality A/V Sound Technician (set up only),40.0,2.0,80.0,,80.0,Full Time Member Weekend Rate - Sponsorship Discount
715014 Uptima Coop Challenge,2015-10-09,Sub Total,,,1327.5,,981.0,Full Time Member Weekend Rate - Sponsorship Discount
